record_id,title,exclusion_reason,terminal_state,reason_detail,reason_source
2-s2.0-85189282985,Medical Misinformation in Polish on the World Wide Web during the COVID-19 Pandemic Period: Infodemiology Study,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP on circular sampling frame (L24) + construct (QUALITY not falsity). Queries were deliberately selected to surface unreliable content: 'Physicians considered only queries that resulted in unreliable websites.' The 274 queries were hand-picked because they yielded noncredible sites, so the denominator is curated TO contain unreliable material -> '% noncredible' is composition within a frame built to surface noncredibility, not population prevalence. Compounding: only top-10 most-engaged pages per query kept, and only pages with >=10 social engagements -> popularity-curated, not neutral. 'Noncredible' also mixes false with merely-unverified/outdated/exaggerated (QUALITY, not falsity). The 41%/30.5% overall figures inherit both problems. No neutral-denominator falsity estimate available.",rev2/r2_out_1.json
2-s2.0-85189974015,Who shares fake news on social media? Evidence from vaccines and infertility claims in sub-Saharan Africa,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Forced-exposure experiment: a planted article, then share-button clicks (13.8%) and stated sharing intention (52.1%). Both fall under the named exclusions for experimental asked-to-share and stated intention. Verified against the full text.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85192143640,Unveiling the web of deception: An analysis of misleading information on COVID-19 in online platforms,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP (abstract-only; no full text available). '59% of misinformation was published through Facebook' = composition/share-by-platform WITHIN an already-curated fact-checked misinfo corpus (Poynter database), i.e. a breakdown of where collected misinformation came from, NOT a prevalence with a neutral denominator. Maps to L42 (corpus-composition-by-platform != prevalence) + L31 (fact-check-database samples are circular). The denominator is 'all fact-checked false COVID claims', so the % is true by construction. Drop.",rev2/r2_out_6.json
2-s2.0-85192567032,Diabetes and Instagram: Analysis of Information in Brazilian Publications,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study. The only quantified share of the ~300 Brazilian Instagram posts about pharmacological treatment of diabetes is a DISCERN score band - 'the quality of the information was classified as very poor in 68.8% of the publications'. DISCERN rates the reliability/completeness of treatment information (sources, balance, discussion of risks), not the truth or falsity of what is claimed, s",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85196358234,The spread of synthetic media on X,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Denominator is NOT neutral: 0.2%/0.6% = % of COMMUNITY-NOTED tweets matching a synthetic-media keyword query. Numerator selected by keyword query AND denominator is itself a curated/flagged set (only tweets that received a Community Note = already-suspect content, a tiny non-representative subset of all tweets, explicitly 'likely only a small subset'). Construct mismatch: synthetic-media != misinformation -- authors state 77% non-political and most harmless/satirical, only 14% concerning; this measures AI-generated-media share among flagged tweets, not misinformation prevalence. Double-fails the neutral-denominator + circularity tests (L24) -> DROP.",rev2/r2_out_5.json
2-s2.0-85200044284,Quantifying Networked Influence: How Much Do Disinformation Spreaders’ Networks Drive Their Public Engagement Outcomes?,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The 62% and 23% figures are variance-decomposition / networked-influence shares from a Social Value machine-learning model (61.55% of variance in spreaders' total engagement, 26.06% of re-share variance attributable to the co-sharing network) -- NOT a prevalence, exposure, reach, sharing, or concentration-of-audience measure. Construct OTHER / modelled quantity (L2 modelled, L3 construct mismatch). Compounding: the entire sample is curated BY misinfo status -- a pre-identified list of anti-vaxxer accounts and 187 hand-verified disinfo URLs (6,252 actors / 531-node co-sharing network) -- so there is no neutral denominator anywhere (L24 circular). No genuine neutral-denominator prevalence in the paper. Both prior rows (62% engage-ability, 23% share-ability) dropped.",proc/proc_out_7.json
2-s2.0-85205828889,"Dark patterns, dark nudges, sludge and misinformation: Alcohol industry apps and digital tools","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Sample = 15 alcohol-INDUSTRY-FUNDED tools (selected BY funding source) vs 10 non-industry tools. The '67% omitted cancer info' figure is a source-level OMISSION rate within a curated industry-selected set, compared to a non-industry comparator -> not a content-item misinfo prevalence with a neutral denominator. Source/tool-level not content-level (L27); construct mismatch / curated-by-status denominator (L3, L24). No neutral-denominator misinfo prevalence -> DROP_STUDY.",proc/proc_out_3.json
2-s2.0-85207236730,"Accuracy, Quality, and Misinformation of YouTube Abortion Procedural Videos: Cross-Sectional Study","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"No clean misinfo-prevalence value with a neutral denominator. The candidate 12.5% (4/32) is the share of videos with an ANTICHOICE SLANT, i.e. a stance/slant category, not a directly measured %-of-videos-containing-falsity (stance != misinfo, L29-family). The paper does not report a '% of videos that are misinformation'; it reports counts of factually-incorrect mentions by slant (neutral 1, antichoice 12, prochoice 0) with no per-video falsity share. The SCOG rows (45.9/24.6/18.5) are ACCURACY/completeness ratings = QUALITY, not falsity (excluded per taxonomy). Very small content-N (32; subgroups 4/5/23). No usable construct-faithful prevalence figure -> DROP.",rev2/r2_out_3.json
2-s2.0-85208677557,A graph mining-based approach to analyze the dynamics of the Twitter community of COVID-19 misinformation disseminators,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP. The dataset is a CURATED + SYNTHETIC corpus: ChatGPT-generated fake COVID tweets plus DistilBERT-classified fake tweets (9,168 tweets, 4,499 users) selected to BE fake. The '3% of users responsible for the spread' is concentration of disseminators WITHIN an already-fake set -> circular denominator (L24) and source/disseminator-level concentration (L14/L28), and partly simulated/synthetic data (L2). No neutral-denominator misinfo prevalence and no genuine audience-level exposure/sharing concentration. Drop entire study.",proc/proc_out_0.json
2-s2.0-85210771578,Prevalence and intervention strategies of health misinformation among older adults: A meta-analysis,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Meta-analysis reporting a pooled prevalence of 47% [33, 60] of health misinformation among older adults. A secondary source: the protocol harvests the primary studies rather than counting a pooled estimate.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85211215297,Misinformation exploits outrage to spread online,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"The first pass recorded that the share of links is not given as a prevalence; the study reports outrage differences between source types, not a share with a denominator. The second full-text extraction then returned no qualifying estimate.",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85215785622,"Fuelling climate change disinformation: Global narratives distorting environmental risks in North America, Europe and Latin America","No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"Circular denominator: the share is computed over items that were already fact-checked, so it is composition within a misinformation-selected set, not a prevalence (rule L24).",exclusion_reasons_recovered_2026-09-15.csv
2-s2.0-85215939792,Descriptive analysis of TikTok content on vaccination in Arabic,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"QUALITY-ONLY study. The 129 Arabic-language vaccination TikTok videos were scored with a 3-item mini-DISCERN instrument (1 = poor to 5 = excellent) covering balance/bias, scientific description of benefits and risks, and presence of clear misinformation. Every result is reported as a MEAN score (by creator category, video topic, year, country dialect) or as a regression coefficient / Kendall's tau",full_reextract_2026-09/scores/screen_disputes.csv
2-s2.0-85216735028,Breast cancer at the TikTok bazaar. Testimonials versus quackery,"No qualifying estimate at the second full-text extraction, or a duplicate of a counted record",DROPPED_V2_UNLEDGERED,"DROP under the high bar. The 23.08% (63/270) 'Desinformacion-Terapia alternativa' is a TOPIC/THEME category, and the AECC definition used mixes genuine falsity (pseudotherapies, false claims) with TONE/FRAMING (alarmist/sensationalist headlines, stereotypes, trivialization, omission). The article repeatedly frames it as 'alarmist tone' content ('emplean un tono alarmista'), so the construct is a stance/tone/quality composite, not a clean falsity share (L29 stance family + quality contamination). Denominator is engagement-sorted top-270 of 775 keyword videos (topical but selection-on-engagement). Construct fidelity fails -> drop. (If later wanted, only the pure-pseudotherapy subset would qualify, but it is not separable from the alarmist-tone items in the reported 23.1%.) Spanish; translated.",rev2/r2_out_2.json
